Smiles,qed_molReward,CATS_EuclidReward,MACCS_TanimotoReward,Reward,qed_molProperty,CATS_EuclidProperty,MACCS_TanimotoProperty,Epoch
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1cc(CC(F)c2ccc(-c3cccs3)s2)on1,-0.49253899412349,-50.76722405181653,-0.0,-51.25976304594002,0.25746100587651,35.38361202590826,0.313953488372093,200
Cc1ccc(-c2csc(-c3ccc(C4NCCCC4CN4CNC5CCCNC54)s3)n2)s1,-0.26957074551579546,-31.845925587262883,-0.0,-32.115496332778676,0.48042925448420454,25.92296279363144,0.32894736842105265,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1Cc1coc(-c2ccc(-c3ccccc3Cl)cc2)c1,-0.4419376684543191,-72.69304181005174,-0.0,-73.13497947850605,0.3080623315456809,46.34652090502587,0.3372093023255814,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1c1ccc(C2C(c3ccccc3)CCC2c2ccoc2)cc1Cl,-0.5089975428668164,-56.393717019137114,-0.0,-56.90271456200393,0.24100245713318358,38.19685850956856,0.313953488372093,200
CC1CCCCC1C(c1ccc(C2CCCC23C(C(=O)NCC2CCCN2)c2ccccc2C(=O)N3C2C=CC=CC2)cc1)c1cccc(Cl)c1,-0.5037939427168527,-37.41080037762929,-0.0,-37.91459432034615,0.2462060572831473,28.705400188814647,0.358974358974359,200
CC1CCCCC1c1ccc(Cc2ccc(C3C4CC(c5ccccc5)NN4CCCN3C(=O)CCS(=O)(=O)C3=CC=CC4NCCC4C3)cc2Cl)cc1,-0.5222691755895629,-54.18894796396563,-0.0,-54.711217139555195,0.22773082441043715,37.094473981982816,0.33707865168539325,200
CC(F)c1ccc(C(C)(F)c2ccc(C3N(C(=O)COc4ccccc4)CC(C4NCON4)C34CCOCC4)cc2)c(Cl)c1,-0.44750474561425546,-62.559069762201176,-0.0,-63.00657450781543,0.30249525438574454,41.27953488110059,0.43023255813953487,200
S=Cc1ccc(-c2csc(-c3cc(C4C=CCC(C5NCCN6CCNC56)C4)on3)n2)s1,-0.3321403675225707,-37.89645930452051,-0.0,-38.22859967204308,0.4178596324774293,28.948229652260256,0.3333333333333333,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)[SH]1c1coc(-c2csc(-c3ccc(C4CCCC4)s3)n2)c1,-0.6114877959847391,-46.483080554378645,-0.0,-47.09456835036338,0.13851220401526085,33.24154027718932,0.3516483516483517,200
CC(F)(Cc1ccc(C2CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)cc1Cl)c1ccccc1,-0.506784242172615,-67.79521627059188,-0.0,-68.3020005127645,0.243215757827385,43.89760813529594,0.3333333333333333,200
c1sc(-c2ccc(C3CCCNC3)s2)nc1-c1ccc(C2C3CNCC2CNC3)s1,-0.2125402366937751,-39.464274989274024,-0.0,-39.6768152259678,0.5374597633062249,29.732137494637012,0.2714285714285714,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2Cc2ccc(-c3ccc(-c4ccccc4Cl)s3)s2)N1,-0.29198293372415934,-71.89124006128114,-0.0,-72.1832229950053,0.45801706627584066,45.94562003064057,0.4235294117647059,200
O=C1N(CC2CC2)NC2C(c3ccc(-c4ccc(-c5cc(N6CCCCC6)no5)s4)s3)CCCCN12,-0.3431527746915544,-36.142675390472796,-0.0,-36.48582816516435,0.4068472253084456,28.071337695236398,0.36046511627906974,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1c1cccc(-c2ccc(C3CCCC3c3cccc(Cl)c3)s2)c1,-0.5304461867645007,-60.19975062305369,-0.0,-60.73019680981819,0.21955381323549933,40.099875311526844,0.2808988764044944,200
CC(F)c1ccc(-c2cc(-c3coc(C4NCCCC4CN4CNC5CCCNC54)c3)co2)s1,-0.30754170257673075,-35.35341001239219,-0.0,-35.66095171496892,0.44245829742326925,27.676705006196094,0.3717948717948718,200
Cc1ccc(C(C)(F)c2ccc(C3C4CC(c5ccccc5)NN4CCCN3C(=O)CCS(=O)(=O)C3=CC=CC4NCCC4C3)cc2)cc1Cl,-0.4909646242949969,-52.88346863315439,-0.0,-53.37443325744939,0.2590353757050031,36.4417343165772,0.3125,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2c2ccc(C3CCCCC3c3cc(-c4ccco4)co3)c(Cl)c2)N1,-0.33664673060380035,-60.77128202523468,-0.0,-61.107928755838486,0.41335326939619965,40.38564101261734,0.425,200
O=C1NC(c2ccccc2)NC2C1CCNC2c1ccc(Cc2ccc(C3CCCCC3)cc2)c(Cl)c1,-0.3810626204049519,-42.321745803531535,-0.0,-42.70280842393649,0.3689373795950481,31.160872901765767,0.30985915492957744,200
CN(C)c1nc(-c2ccc(-c3cc(N4CCC5CC=CCC54)co3)cc2)cs1,-0.21435951484352989,-33.21653878260028,-0.0,-33.43089829744381,0.5356404851564701,26.60826939130014,0.3939393939393939,200
O=Cc1csc(-c2ccc(-c3coc(C4C=CCC(C5=CCC(N6CCOCC6)NN5)C4)c3)s2)n1,-0.3930604796252103,-34.516052681756044,-0.0,-34.909113161381256,0.3569395203747897,27.258026340878022,0.35802469135802467,200
O=S(=O)(c1ccccc1)N1CC(C2NC(Cc3ccccc3)NO2)C1c1ccc(CC(F)c2ccc(C3CCCCC3)s2)cc1Cl,-0.572597738469692,-76.27045237246992,-0.0,-76.84305011093961,0.177402261530308,48.13522618623496,0.2403846153846154,200
O=C(CCS(=O)(=O)C1=CC=CC2NCCC2C1)N1CCCN2NC(c3ccccc3)CC2C1c1ccc(C2CCCCC2c2ccc(C3CCCC3)cc2)cc1,-0.52382139374822,-53.810568348983736,-0.0,-54.33438974273196,0.22617860625178002,36.90528417449187,0.3,200
CC(F)CC(F)(c1ccccc1)c1ccc(C2C(CC3NCNN3)CN2C(=O)Nc2ccccc2)cc1Cl,-0.46140038547516854,-50.625774332038304,-0.0,-51.08717471751347,0.28859961452483146,35.31288716601915,0.24719101123595505,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1ccc(Cc2ccc(-c3ccco3)s2)s1,-0.4637803412386709,-45.96969000988257,-0.0,-46.43347035112124,0.2862196587613291,32.984845004941285,0.345679012345679,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2Cc2ccc(-c3ccc(-c4cccc(Cl)c4)s3)s2)N1,-0.29198293372415934,-71.19210492142398,-0.0,-71.48408785514813,0.45801706627584066,45.59605246071199,0.4117647058823529,200
CC(F)c1ccc(-c2csc(-c3csc(C4C=CCC(C5=CCC(N6CCOCC6)NN5)C4)n3)n2)s1,-0.38431628708454807,-35.20869496736904,-0.0,-35.593011254453586,0.36568371291545193,27.60434748368452,0.30952380952380953,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1Nc1ccc(C2CCCC2c2cccs2)c(Cl)c1,-0.4040348895621783,-70.31057523900509,-0.0,-70.71461012856727,0.3459651104378217,45.155287619502545,0.28888888888888886,200
CC(F)c1nc(-c2csc(-c3ccc(N4CCC5CC=CCC54)cc3)n2)cs1,-0.2916460000815305,-33.36665625650534,-0.0,-33.658302256586865,0.4583539999184695,26.68332812825267,0.2857142857142857,200
Clc1ccccc1N(c1ccc(C2C=CCC(CN3CCNc4ccccc43)C2)cc1)C1CCCC1,-0.4053270932182318,-40.09991680526688,-0.0,-40.50524389848511,0.3446729067817682,30.04995840263344,0.36231884057971014,200
Clc1cc(-c2cc(-c3cc(C4CCCC4)no3)no2)ccc1C1C2CNCC1CNC2,-0.1428246288251963,-35.24490926773253,-0.0,-35.38773389655773,0.6071753711748037,27.622454633866266,0.30985915492957744,200
CNCc1ccc(-c2coc(-c3coc(C4C=CCC(CN5CCC(CCC6NC(C7CCOCC7)NO6)CC5)N4)c3)c2)s1,-0.5470523642044767,-34.84523680320835,-0.0,-35.39228916741283,0.2029476357955233,27.422618401604176,0.37349397590361444,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1ccc(-c2cc(-c3cccc(C4CCCC4)c3)no2)s1,-0.5100699497500069,-42.89674077406555,-0.0,-43.40681072381555,0.23993005024999317,31.448370387032774,0.3253012048192771,200
O=C1Nc2ccccc2OCC1CC(=O)N1CCN(C2CCCCN2)CC1c1ccc(CC(F)c2ccc(-c3ccco3)cc2)cc1Cl,-0.543294808347981,-73.31666517830564,-0.0,-73.85995998665362,0.20670519165201892,46.65833258915282,0.4675324675324675,200
S=C(c1cc(-c2csc(-c3ccccc3)n2)on1)C1C=CCC(C2=CCC(N3CCOCC3)NN2)C1,-0.4768009560789458,-45.268675488322884,-0.0,-45.74547644440183,0.2731990439210542,32.63433774416144,0.32558139534883723,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1cc(-c2coc(-c3ccc(CCF)s3)c2)no1,-0.48361486620182415,-43.245553203367585,-0.0,-43.72916806956941,0.26638513379817585,31.622776601683793,0.32941176470588235,200
CC(F)c1coc(Cc2ccc(C3CN(c4ccccc4)CCN3C3=NCCN3C(=O)c3ccccc3)c(Cl)c2)c1,-0.4978250105916442,-73.33809511662427,-0.0,-73.83592012721591,0.2521749894083558,46.66904755831214,0.4027777777777778,200
CC(F)C1(c2csc(-c3nc(-c4cccc(Cl)c4)cs3)n2)C=CCC(C2=CCC(N3CCOCC3)NN2)C1,-0.4059110556983236,-36.674509261219015,-0.0,-37.08042031691734,0.3440889443016764,28.337254630609507,0.3068181818181818,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1cc(-c2coc(-c3ccc(C4CCCC4)s3)c2)co1,-0.5144868818232096,-45.4828221749796,-0.0,-45.99730905680281,0.23551311817679038,32.7414110874898,0.35443037974683544,200
O=C(CCN1CCCN1)N1CCCC1CCC1NCCN1CC1CC1CC(F)c1coc(-c2cc(-c3cscn3)no2)c1,-0.4651563617871851,-41.70899448216605,-0.0,-42.174150843953235,0.2848436382128149,30.854497241083024,0.29411764705882354,200
O=C(CCS(=O)(=O)C1=CC=CC2NCCC2C1)N1CCCN2NC(c3ccccc3)CC2C1c1ccc(C(=S)Cc2ccccc2)cc1,-0.5336266748453161,-64.970583144992,-0.0,-65.50420981983733,0.21637332515468388,42.485291572496,0.3,200
c1cc(-c2coc(-c3cc(C4CCCC4)on3)c2)cc(C2NCCCC2CN2CNC3CCCNC32)c1,-0.3237315645683662,-32.3450093132096,-0.0,-32.66874087777797,0.4262684354316338,26.1725046566048,0.3717948717948718,200
Cc1ccc(C(C)(F)c2ccc(C3N(C(=O)COc4ccccc4)CC(C4NCON4)C34CCOCC4)c(Cl)c2)cc1Cl,-0.430528779592591,-68.02272433866155,-0.0,-68.45325311825414,0.319471220407409,44.01136216933077,0.43023255813953487,200
CC(F)(c1ccc(CCF)c(Cl)c1)c1ccc(C2C(C3NC(Cc4ccccc4)NO3)CN2S(=O)(=O)c2ccccc2)c(Cl)c1,-0.5620639865258299,-84.70912090166739,-0.0,-85.27118488819322,0.18793601347417008,52.354560450833695,0.2647058823529412,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1cccc(-c2coc(-c3coc(C=S)c3)c2)c1,-0.4877572513251282,-47.764297384389664,-0.0,-48.25205463571479,0.2622427486748718,33.88214869219483,0.35802469135802467,200
CS(=O)(=O)c1cc(-c2coc(C3(c4cccs4)C=CCC(C4=CCC(N5CCOCC5)NN4)C3)c2)on1,-0.2992238824566449,-44.49806198638839,-0.0,-44.79728586884504,0.4507761175433551,32.2490309931942,0.3157894736842105,200
Cc1coc(-c2csc(-c3ccc(C4CCCCN5C(=O)N(CC6CC6)NC45)s3)n2)c1,-0.21172947590528735,-25.607017003965517,-0.0,-25.818746479870804,0.5382705240947127,22.80350850198276,0.35365853658536583,200
C1=CC(c2ccc(-c3ccccc3)c(-c3cc(N4CCOCC4)ccn3)c2)CC(C2NCCN3CCNC23)C1,-0.26763932184003075,-69.59910713840847,-0.0,-69.8667464602485,0.48236067815996925,44.799553569204235,0.3918918918918919,200
O=C1NC(c2ccccc2)NC2C1CCNC2c1ccc(-c2ccc(C3CCCCC3C3CCCC3)c(Cl)c2)c(Cl)c1,-0.4756391927518221,-53.53910524340094,-0.0,-54.01474443615276,0.2743608072481779,36.76955262170047,0.2916666666666667,200
CC(F)(c1csc(-c2ccc(-c3ccccc3Cl)s2)n1)C1C(CCCN2CCCO2)CCCN1C(=O)C1CCOC1,-0.5001991581742414,-46.4529909033446,-0.0,-46.95319006151884,0.24980084182575857,33.2264954516723,0.3793103448275862,200
C1=CC(Nc2csc(-c3cc(-c4cccs4)co3)n2)CC(C2=CCC(N3CCOCC3)NN2)C1,-0.33065984419497835,-33.925875050851054,-0.0,-34.25653489504603,0.41934015580502165,26.962937525425527,0.32926829268292684,200
C=CC(c1cccs1)c1ccc(C2CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)cc1Cl,-0.5162254507853398,-72.21713506718802,-0.0,-72.73336051797337,0.23377454921466023,46.10856753359401,0.3026315789473684,200
Cc1csc(-c2ccc(-c3csc(C4CC4CN4CCNC4CCC4CCCN4C(=O)CCN4CCCN4)n3)s2)n1,-0.43419174309507585,-39.93329625508679,-0.0,-40.367487998181865,0.31580825690492415,29.966648127543394,0.27848101265822783,200
CC(F)c1ccc(-c2csc(-c3ccc(C4NCCCC4CN4CNC5CCCNC54)s3)n2)s1,-0.3532626184996578,-31.845925587262883,-0.0,-32.19918820576254,0.3967373815003422,25.92296279363144,0.31645569620253167,200
CNCc1csc(-c2ccc(-c3ccc(C4C=CCC(C5NCCN6CCNC56)C4)s3)s2)n1,-0.3143025824469998,-28.98979485566356,-0.0,-29.30409743811056,0.4356974175530002,24.49489742783178,0.3380281690140845,200
Clc1ccccc1C1CCCC(c2cscn2)C1c1cccc(C2C=CCC(CN3CCNc4ccccc43)C2)c1,-0.5195680552974273,-61.65782265037441,-0.0,-62.17739070567184,0.23043194470257267,40.82891132518721,0.3424657534246575,200
O=C(Nc1ccccc1)N1CC(CC2NCNN2)C1c1ccc(Cc2cccc(C3CCCCC3)c2)s1,-0.4366766357944818,-53.15736463268753,-0.0,-53.594041268482016,0.3133233642055182,36.578682316343766,0.25,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C(c3ccc(Cc4ccc(C5CCCCC5)cc4)cc3)CCCCC12,-0.4955826134087922,-31.068581339214816,-0.0,-31.56416395262361,0.2544173865912078,25.534290669607408,0.3918918918918919,200
O=C1CC2C(CCCC2c2ccc(-c3cc(-c4coc(C5CCCC5)c4)co3)s2)NN1,-0.23929054195962107,-42.70566162636353,-0.0,-42.94495216832315,0.5107094580403789,31.352830813181765,0.32432432432432434,200
O=S(=O)(c1ccccc1)N1CC(C2NC(Cc3ccccc3)NO2)C1c1ccc(Cc2ccc(C3CCCC3)c(Cl)c2)cc1,-0.5402420929434765,-78.89388252060893,-0.0,-79.4341246135524,0.20975790705652356,49.44694126030446,0.24752475247524752,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C(c3ccc(CCF)c(C4CCCC(c5ccccc5)C4)c3)CCCCC12,-0.5185943051557664,-50.142711667000725,-0.0,-50.66130597215649,0.23140569484423354,35.07135583350036,0.40789473684210525,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C(c3ccc(Cc4ccc(C5CCCCC5)c(Cl)c4)cc3)CCCCC12,-0.5072449218436372,-31.22499389946279,-0.0,-31.732238821306424,0.24275507815636274,25.612496949731394,0.3835616438356164,200
O=C(CCN1CCCN1)N1CCCC1CCC1NCCN1CC1CC1c1csc(-c2csc(-c3ccc(C4CCCCC4)s3)n2)n1,-0.5305117911403446,-36.78027826631356,-0.0,-37.3107900574539,0.21948820885965536,28.39013913315678,0.27848101265822783,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C(Cc3ccc(-c4cccc(C5CCCCCC5)c4)cc3)CCCCC12,-0.5173540968029173,-33.21653878260028,-0.0,-33.7338928794032,0.23264590319708273,26.60826939130014,0.3918918918918919,200
CC1CCCCC1C(c1ccccc1)c1ccc(C2C3CC(c4ccccc4)NN3CCCN2C(=O)CCS(=O)(=O)C2=CC=CC3NCCC3C2)cc1,-0.5166742837938193,-61.60882305241266,-0.0,-62.12549733620648,0.23332571620618073,40.80441152620633,0.34444444444444444,200
O=C(NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1)C1=CCC(N2CNNN2)CC1c1ccc(-c2cc(C3CCCCC3c3ccno3)co2)c(Cl)c1,-0.5238250644570047,-70.97252332435328,-0.0,-71.49634838881028,0.2261749355429953,45.48626166217664,0.31521739130434784,200
c1oc(-c2cc(C3NCCCC3CN3CNC4CCCNC43)co2)cc1-c1nc(C2CCCCC2)cs1,-0.36554944945254825,-29.79959839195493,-0.0,-30.165147841407478,0.38445055054745175,24.899799195977465,0.37662337662337664,200
CC1CCCCC1c1cccc(C(C)(F)c2ccc(C3C4CC(c5ccccc5)NN4CCCN3C(=O)CCS(=O)(=O)C3=CC=CC4NCCC4C3)c(Cl)c2)c1,-0.5249656062645535,-53.972968035627716,-0.0,-54.49793364189227,0.2250343937354465,36.98648401781386,0.32608695652173914,200
CNCc1cc(-c2nc(-c3ccc(C4C5CNCC4CNC5)s3)cs2)co1,-0.13707530404670287,-37.54997827975264,-0.0,-37.68705358379934,0.6129246959532971,28.77498913987632,0.3424657534246575,200
CC(F)(c1cccc(CC2CSCCN2C(=O)CCNC2C(c3ccccc3)NC3CNCCN32)c1)c1ccco1,-0.39334470715584896,-59.799749373040015,-0.0,-60.19309408019586,0.35665529284415104,39.89987468652001,0.379746835443038,200
C1=CC(c2cc(-c3cc(-c4ccc(-c5ccoc5)s4)co3)no2)NC(CN2CCC(CCC3NC(C4CCOCC4)NO3)CC2)C1,-0.5862547388258682,-45.268675488322884,-0.0,-45.85493022714875,0.16374526117413177,32.63433774416144,0.35555555555555557,200
Cc1ccc(-c2ccc(C3(C4CCCC4)CCCCC4C(C(=O)NCCC5CCCC5=O)NC(c5ccccc5)N43)cc2)cc1,-0.47454028523998487,-35.02726596879042,-0.0,-35.5018062540304,0.27545971476001513,27.51363298439521,0.39436619718309857,200
C1=CC([NH+]2CCc3cc(-c4ccc(Cc5ccccc5)cc4)ccc3C2)CC(CN2CCNc3ccccc32)C1,-0.45615296488124296,-58.2559901860554,-0.0,-58.71214315093664,0.29384703511875704,39.1279950930277,0.36363636363636365,200
O=C(CCS(=O)(=O)C1=CC=CC2NCCC2C1)N1CCCN2NC(c3ccccc3)CC2C1c1ccc(C2CCCC2c2ccco2)c(C2CCCC2)c1,-0.5220452319558881,-57.74316690230724,-0.0,-58.26521213426312,0.22795476804411186,38.87158345115362,0.34444444444444444,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)[SH]1c1ccc(-c2ccc(-c3coc(CCF)c3)s2)s1,-0.6086576496142608,-43.71812928829596,-0.0,-44.32678693791022,0.1413423503857392,31.85906464414798,0.33707865168539325,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C(c3cccc(C(c4ccccc4)c4ccccc4)c3)CCCCC12,-0.559453128412051,-47.616566017507864,-0.0,-48.176019145919916,0.190546871587949,33.80828300875393,0.3918918918918919,200
CC(F)(c1ccc(-c2ccco2)cc1)c1ccc(C2COCCN2C23NC(=O)NC(=O)C2NCC3=O)cc1,-0.2739250286264755,-63.88086790204308,-0.0,-64.15479293066956,0.4760749713735245,41.94043395102154,0.425,200
CC(F)c1nc(-c2nc(-c3ccc(C4C=CCC(CN5CCC(CCC6NC(C7CCOCC7)NO6)CC5)N4)s3)cs2)cs1,-0.5416765399581472,-33.32916650389353,-0.0,-33.87084304385168,0.2083234600418528,26.664583251946766,0.3333333333333333,200
O=CCNC1(c2ccc(-c3csc(-c4cccs4)n3)s2)C=CCC(C2=CCC(N3CCOCC3)NN2)C1,-0.4717790826310216,-31.22499389946279,-0.0,-31.69677298209381,0.2782209173689784,25.612496949731394,0.3333333333333333,200
CNCc1coc(-c2coc(-c3cc(C4C=CCC(C5=CCC(N6CCOCC6)NN5)C4)no3)c2)c1,-0.32659830665724227,-28.290785870598548,-0.0,-28.61738417725579,0.42340169334275773,24.145392935299274,0.3780487804878049,200
O=C1CC2C(CCCC2C(=S)c2nc(-c3ccc(-c4cccs4)s3)cs2)NN1,-0.3181070596060574,-46.60330322138685,-0.0,-46.92141028099291,0.4318929403939426,33.301651610693426,0.2597402597402597,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2c2ccc(Cc3ccc(-c4ccoc4)c(Cl)c3)s2)N1,-0.2817127548334849,-65.48684109265004,-0.0,-65.76855384748352,0.4682872451665151,42.74342054632502,0.4235294117647059,200
O=C(c1ccc(-c2coc(C3CCCCC3)c2)cc1)C1C=CCC(CN2CCNc3ccccc32)C1,-0.4599134801414137,-65.01764522732913,-0.0,-65.47755870747054,0.2900865198585863,42.50882261366456,0.4461538461538462,200
CC(F)(c1cccs1)C1CCCC1c1ccc(C2CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)cc1Cl,-0.5379813032112803,-68.18163074019441,-0.0,-68.71961204340569,0.2120186967887197,44.090815370097204,0.33766233766233766,200
CC(F)c1ccc(CC(F)c2ccc(C3C(C4NC(Cc5ccccc5)NO4)CN3S(=O)(=O)c3ccccc3)cc2Cl)cc1,-0.5541011595108732,-79.43842315724842,-0.0,-79.9925243167593,0.19589884048912673,49.71921157862421,0.2376237623762376,200
C#Cc1cc(C2(c3ccc4c(c3)C3C=CCC3C(c3ccccc3)N4)C=CCC(CN3CCC(CCC4NC(C5CCOCC5)NO4)CC3)N2)co1,-0.6086545997777297,-43.02380502635492,-0.0,-43.63245962613265,0.1413454002222702,31.51190251317746,0.39759036144578314,200
CC(F)(Cc1ccccc1Cl)c1cccc(C2CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)c1,-0.5067842421726151,-78.85342685005918,-0.0,-79.3602110922318,0.2432157578273849,49.42671342502959,0.3333333333333333,200
CC(F)C(c1ccccc1)c1ccc(C2CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)c(Cl)c1,-0.5080609366218778,-76.76776322722355,-0.0,-77.27582416384543,0.24193906337812227,48.38388161361178,0.3333333333333333,200
O=C(NC1CCCC1C(=O)N1CCc2ccccc2C1)C1=CC=C[SH]1c1ccc(C2CCCC2c2coc(-c3ccco3)c2)cc1,-0.5486074691521402,-45.23802572120036,-0.0,-45.7866331903525,0.20139253084785982,32.61901286060018,0.3717948717948718,200
C=Cc1cc(-c2ccc(-c3ccc([SH]4C(NC(=O)CC5(N6CC=CC6)CCOCC5)NNC4C4CCCCC4)s3)s2)co1,-0.600060521080296,-43.71812928829596,-0.0,-44.31818980937626,0.14993947891970408,31.85906464414798,0.3409090909090909,200
O=C(CCN1CCCN1)N1CCCC1CCC1NCCN1CC1CC1c1nc(C(c2ccccc2)c2ccoc2)cs1,-0.4302105474221963,-73.74433316206373,-0.0,-74.17454370948592,0.3197894525778037,46.87216658103186,0.3037974683544304,200
