Smiles,qed_molReward,CATS_CosineReward,MACCS_TanimotoReward,Reward,qed_molProperty,CATS_CosineProperty,MACCS_TanimotoProperty,Epoch
N#CS1(Cc2ccccn2)C=CC=C1C(=O)NC1CCCC1C(=O)N1CCc2ccccc2C1,-0.08730658101208699,-0.0,-0.0,-0.08730658101208699,0.662693418987913,0.804412774080065,0.33766233766233766,200
C=CC1(c2ccc(-c3nnco3)c(C3CC3)c2)C=CCC(C2=CCC(N3CCOCC3)NN2)C1,-0.11844588508845666,-0.0,-0.0,-0.11844588508845666,0.6315541149115433,0.897600619063919,0.32558139534883723,200
O=C1NC(c2ccccc2)NC2C1CCNC2(c1ccoc1)C1CC1,-0.0,-0.0,-0.0,0.0,0.8038707683149114,0.8030538927725184,0.29577464788732394,200
O=C1NC(=O)C2NCC(=O)C2(N2CCOCC2(c2ccc(-c3ccc(-c4ccccn4)cc3)cc2)C2CC2)N1,-0.2790477254008528,-0.0,-0.0,-0.2790477254008528,0.4709522745991472,0.9412975872852857,0.41975308641975306,200
N#CC1(c2ccoc2)C2CC(c3ccccc3)NN2CCCN1C(=O)CCS(=O)(=O)C1=CC=CC2NCCC2C1,-0.19773594014482532,-0.009986982865388239,-0.0,-0.20772292301021356,0.5522640598551747,0.7950065085673059,0.3,200
COCCC=Cc1cnc(C2(c3ccoc3)NCCCC2CN2CNC3CCCNC32)nc1,-0.22377414067418244,-0.0,-0.0,-0.22377414067418244,0.5262258593258176,0.8473462282866314,0.40540540540540543,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1(c1ccoc1)c1ccnc(C2CC2)c1,-0.22576088866252353,-0.0,-0.0,-0.22576088866252353,0.5242391113374765,0.8621287716300873,0.3058823529411765,200
O=C1CCCC1CCNC(=O)C1NC(c2ccccc2)N2C1CCCCC2(c1ccoc1)C1CC1,-0.14149497735057093,-0.0,-0.0,-0.14149497735057093,0.6085050226494291,0.8898606497571031,0.3888888888888889,200
N#Cc1cc(-c2coc(C3(c4ccoc4)CC3CN3CCNC3CCC3CCCN3C(=O)CCN3CCCN3)c2)ccn1,-0.40127740587515487,-0.0,-0.0,-0.40127740587515487,0.34872259412484513,0.9393091880323383,0.34615384615384615,200
N#Cc1cc(-c2ccc(C3C4CNCC3CNC4)cc2O)ccn1,-0.0,-0.0,-0.0,0.0,0.7866532347668582,0.9032024783728585,0.32941176470588235,200
FCCc1cc(C23CC=CCC2N(c2cc(-c4ccon4)on2)CC3)no1,-0.11649373703138366,-0.0,-0.0,-0.11649373703138366,0.6335062629686163,0.870740938425138,0.35526315789473684,200
O=C(Nc1ccccc1)N1CC(CC2NCNN2)C1(c1ccoc1)C1CC1,-0.09742993089959617,-0.0,-0.0,-0.09742993089959617,0.6525700691004038,0.8087174440329752,0.25882352941176473,200
N#CC1(c2ccoc2)CCCC12C(C(=O)NCC1CCCN1)c1ccccc1C(=O)N2C1C=CC=CC1,-0.0968747844917428,-0.08344872998510411,-0.0,-0.1803235144768469,0.6531252155082572,0.758275635007448,0.4027777777777778,200
N#CC1(C2CC2)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.013323937006430087,-0.1348924250896748,-0.0,-0.1482163620961049,0.7366760629935699,0.7325537874551626,0.23,200
C=CC1(c2cccc(-c3cc(C#N)co3)c2)CNCCC1CN1CNNC1C1CCCN1C(=O)CC1CCNCC1,-0.382776611967563,-0.0,-0.0,-0.382776611967563,0.367223388032437,0.8644875469821424,0.3333333333333333,200
N#CC1(c2ccoc2)NCCC2C(=O)NC(c3ccccc3)NC21,-0.0,-0.012397996175704806,-0.0,-0.012397996175704806,0.7773363950571414,0.7938010019121476,0.28169014084507044,200
O=C(CCC1CCCCC1)NC1CCN(C2CC(N3CCOCC3)CNN2)C1(Cc1ccccn1)c1ccoc1,-0.3115729975051756,-0.0,-0.0,-0.3115729975051756,0.4384270024948244,0.8208177749786816,0.38271604938271603,200
N#CC=Cc1cc(C2(c3cncnc3)C=CCC(C3=CCC(N4CCOCC4)NN3)C2)on1,-0.22134002682130993,-0.0,-0.0,-0.22134002682130993,0.5286599731786901,0.8500500016631808,0.3333333333333333,200
C=Cc1cc(C2(c3ccnc(C#N)c3)C(NC(=O)CCC3CCCCC3)CCN2C2CC(N3CCOCC3)CNN2)on1,-0.34814763413345373,-0.0,-0.0,-0.34814763413345373,0.40185236586654627,0.8014447315588962,0.367816091954023,200
N#Cc1cnc(C2(c3ccoc3)C=CCC(CN3CCNc4ccccc43)C2)nc1,-0.08270593547880101,-0.0,-0.0,-0.08270593547880101,0.667294064521199,0.9149620768537354,0.3611111111111111,200
COCC1(C#N)CN(c2ccccc2)CCN1C1=NCCN1C(=O)c1ccccc1,-0.0,-0.0,-0.0,0.0,0.7828982565622808,0.8081419869085198,0.410958904109589,200
COCc1ccc(C2(c3cc(C#N)on3)C=CCC(C3NCCN4CCNC34)C2)cc1,-0.031632639588667466,-0.0,-0.0,-0.031632639588667466,0.7183673604113325,0.8566293634127684,0.4,200
N#Cc1coc(C2(C#N)CCCC23C(C(=O)NCC2CCCN2)c2ccccc2C(=O)N3C2C=CC=CC2)c1,-0.13322619729758856,-0.08144180563603975,-0.0,-0.2146680029336283,0.6167738027024114,0.7592790971819802,0.4166666666666667,200
COCC1(c2ccoc2)CN(C2CCCCN2)CCN1C(=O)CC1COc2ccccc2NC1=O,-0.09722553436640691,-0.167554549008879,-0.0,-0.2647800833752859,0.6527744656335931,0.7162227254955605,0.47435897435897434,200
CC(F)(c1ccoc1)C1(c2cccc(C#N)c2)C(NC(=O)CCC2CCCCC2)CCN1C1CC(N2CCOCC2)CNN1,-0.3618652015638735,-0.0,-0.0,-0.3618652015638735,0.3881347984361265,0.8142099097472479,0.38095238095238093,200
O=C(Nc1ccccc1)N1CC(CC2NCNN2)C1(c1ccoc1)C1CC1,-0.09742993089959617,-0.0,-0.0,-0.09742993089959617,0.6525700691004038,0.8087174440329752,0.25882352941176473,200
N#CC1(c2ccoc2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.06934303046473478,-0.0,-0.0,-0.06934303046473478,0.6806569695352652,0.8657903685894339,0.3888888888888889,200
C=Cc1cnc(C2(c3ccnc(C#N)c3)C=CCC(C3NCCN4CCNC34)C2)nc1,-0.010531120917918635,-0.0,-0.0,-0.010531120917918635,0.7394688790820814,0.8651918131586623,0.2972972972972973,200
N#Cc1ccc(C2CCOC2)cc1C1(c2ccco2)NCCCC1CN1CNC2CCCNC21,-0.11865780569571172,-0.0,-0.0,-0.11865780569571172,0.6313421943042883,0.8563146655287072,0.4266666666666667,200
N#Cc1cc(C2CC2)ccc1C1(c2nnco2)CC1CN1CCNC1CCC1CCCN1C(=O)CCN1CCCN1,-0.3202270586877594,-0.0,-0.0,-0.3202270586877594,0.4297729413122406,0.8857552156597872,0.3291139240506329,200
CN(C)c1cc(C2(C3CCCO3)C3CNCC2CNC3)ccc1-c1ccon1,-0.0,-0.0,-0.0,0.0,0.8458935686289586,0.8610729139862591,0.3698630136986301,200
N#CC1(C2CC2)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.013323937006430087,-0.1348924250896748,-0.0,-0.1482163620961049,0.7366760629935699,0.7325537874551626,0.23,200
CN(CC1CCOC1C1(c2ccccc2)C=CCC(C2=CCC(N3CCOCC3)NN2)C1)c1ccccc1,-0.21802166614626617,-0.012354096758210087,-0.0,-0.23037576290447626,0.5319783338537338,0.793822951620895,0.3953488372093023,200
N#CC1(c2ccoc2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.06934303046473478,-0.0,-0.0,-0.06934303046473478,0.6806569695352652,0.8657903685894339,0.3888888888888889,200
C=Cc1nnc(C2(c3csc(C4CC4)n3)NCCCC2CN2CNC3CCCNC32)o1,-0.1212485045755004,-0.0,-0.0,-0.1212485045755004,0.6287514954244996,0.8035672336720723,0.3068181818181818,200
COCC1(c2ccoc2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.15266486150878877,-0.0,-0.0,-0.15266486150878877,0.5973351384912112,0.8657903685894339,0.4342105263157895,200
N#CC1(c2ccoc2)N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.02323118136833391,-0.05506434726416898,-0.0,-0.07829552863250289,0.7267688186316661,0.7724678263679156,0.42696629213483145,200
c1cc(C2(c3ccoc3)NCCCC2CN2CNC3CCCNC32)co1,-0.0,-0.0,-0.0,0.0,0.7793223064741959,0.8269677137748678,0.38235294117647056,200
O=C1Nc2ccccc2OCC1CC(=O)N1CCN(C2CCCCN2)CC1(c1ccoc1)C1CC1,-0.06335730627185066,-0.1495628025662219,-0.0,-0.21292010883807255,0.6866426937281493,0.7252185987168891,0.48,200
O=S(=O)(c1ccccc1)N1CC(C2NC(Cc3ccccc3)NO2)C1(c1ccoc1)C1CC1,-0.1924608326841819,-0.0,-0.0,-0.1924608326841819,0.5575391673158181,0.8384028481317902,0.24242424242424243,200
O=C1CC2C(CCCC2(C=CC(=O)c2ccon2)c2ccoc2)NN1,-0.09692534477280101,-0.0,-0.0,-0.09692534477280101,0.653074655227199,0.8463159676089489,0.32,200
N#CC1(c2ccoc2)NCCC2C(=O)NC(c3ccccc3)NC21,-0.0,-0.012397996175704806,-0.0,-0.012397996175704806,0.7773363950571414,0.7938010019121476,0.28169014084507044,200
N#CC1(c2coc(C3CC3)c2)CN(C2CCCCN2)CCN1C(=O)CC1COc2ccccc2NC1=O,-0.10515378658876962,-0.167554549008879,-0.0,-0.2727083355976486,0.6448462134112304,0.7162227254955605,0.4675324675324675,200
COCc1ccc(C2(c3ccco3)C=CCC(C3NCCN4CCNC34)C2)c(COC)c1,-0.1002809925710626,-0.0,-0.0,-0.1002809925710626,0.6497190074289374,0.8618526395786523,0.42857142857142855,200
COCC1(c2ccnc(-c3coc(C(C)F)c3)c2)C=CCC(C2NCCN3CCNC23)C1,-0.07851632958735455,-0.0,-0.0,-0.07851632958735455,0.6714836704126455,0.9010564027187672,0.3918918918918919,200
C=CC1(c2ccc(C(F)Cc3nnco3)cc2)C2CNCC1CNC2,-0.0,-0.0,-0.0,0.0,0.8157779947681512,0.8573145140036911,0.2727272727272727,200
N#Cc1cc(S2(c3ccoc3)C(NC(=O)CC3(N4CC=CC4)CCOCC3)NNC2C2CCCCC2)ccn1,-0.30652773027676267,-0.0,-0.0,-0.30652773027676267,0.44347226972323733,0.8149894415862347,0.32222222222222224,200
COCC1(c2ncc(C#N)cn2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.20047513675163275,-0.0,-0.0,-0.20047513675163275,0.5495248632483672,0.8355407528161338,0.4430379746835443,200
N#Cc1cc(C2(c3ccoc3)CCCN2C(=O)C2CNN(C3CC(c4ncno4)CCN3)C2)co1,-0.18935198480465576,-0.0,-0.0,-0.18935198480465576,0.5606480151953442,0.8289222119887696,0.3170731707317073,200
C1=CC(c2ccoc2)(c2ccoc2)NC(CN2CCC(CCC3NC(C4CCOCC4)NO3)CC2)C1,-0.27289297623300574,-0.0,-0.0,-0.27289297623300574,0.47710702376699426,0.8540446451468154,0.36470588235294116,200
C=CC1(c2cccc(C=Cc3ccoc3)c2)CCCN1C(=O)C1CNN(C2CC(c3ncno3)CCN2)C1,-0.29000143081795354,-0.0,-0.0,-0.29000143081795354,0.45999856918204646,0.8773950812668169,0.3023255813953488,200
O=C(C1CNN(C2CC(c3ncno3)CCN2)C1)N1CCCC1(c1ccoc1)c1ccoc1,-0.1495748182599237,-0.0,-0.0,-0.1495748182599237,0.6004251817400763,0.8343589052716732,0.30864197530864196,200
C=Cc1cc(C2(c3ccc(C4CC4)cc3)COCCN2C23NC(=O)NC(=O)C2NCC3=O)on1,-0.15404318286843743,-0.02021159060401323,-0.0,-0.17425477347245066,0.5959568171315626,0.7898942046979934,0.39080459770114945,200
C1=CC(C=Cc2nnco2)(c2nnc(-c3ccoc3)o2)CC(C2=CCC(N3CCOCC3)NN2)C1,-0.2413643953752478,-0.0,-0.0,-0.2413643953752478,0.5086356046247522,0.9147519550625175,0.3411764705882353,200
N#CC1(C#N)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.0,-0.15704266132167377,-0.0,-0.15704266132167377,0.7593677505914875,0.7214786693391632,0.22448979591836735,200
C=Cc1nnc(-c2cc(N3CCC4(COC)CC=CCC34)no2)o1,-0.0,-0.0,-0.0,0.0,0.7808624235984952,0.8555379227567974,0.38461538461538464,200
N#CC1(c2nnc(-c3cccc(C4CC4)c3)o2)CC1CN1CCNC1CCC1CCCN1C(=O)CCN1CCCN1,-0.3203282468476536,-0.0,-0.0,-0.3203282468476536,0.4296717531523464,0.8576958157926858,0.31645569620253167,200
N#CC1(c2ccoc2)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.15650887635630717,-0.0,-0.0,-0.15650887635630717,0.5934911236436928,0.8357949273201976,0.23469387755102042,200
O=C1NN(NCCN2CCNC2c2ccc(C3CC3)c(-c3cccc(C4CC4)c3)c2)C1CC1CC1,-0.2615321817814737,-0.0,-0.0,-0.2615321817814737,0.4884678182185263,0.9200847885794281,0.32098765432098764,200
N#CS1(Cc2ccccn2)C=CC=C1C(=O)NC1CCCC1C(=O)N1CCc2ccccc2C1,-0.08730658101208699,-0.0,-0.0,-0.08730658101208699,0.662693418987913,0.804412774080065,0.33766233766233766,200
N#Cc1ccc(-c2ccoc2)c(C2(C#N)CNCCC2CN2CNNC2C2CCCN2C(=O)CC2CCNCC2)c1,-0.3445797908535,-0.0,-0.0,-0.3445797908535,0.4054202091465,0.8254507723850425,0.345679012345679,200
COCc1cc(C2(c3ccncc3)NCCCC2CN2CNC3CCCNC32)ccc1-c1ccccc1,-0.29260531641215615,-0.0,-0.0,-0.29260531641215615,0.45739468358784385,0.953160620330101,0.39436619718309857,200
N#CC1(C=Cc2ccnc(-c3ncccn3)c2)CCCC2NNC(=O)CC21,-0.0,-0.0,-0.0,0.0,0.8700392322541491,0.9018966669078919,0.2564102564102564,200
N#CC1(c2ccoc2)C=CCC(CN2CCNc3ccccc32)C1,-0.0,-0.0,-0.0,0.0,0.8707265385634771,0.8243529089076679,0.38235294117647056,200
C=Cc1ccc(C2CCCC(C3CCCN3C(=O)C3CNN(C4CC(c5ncno5)CCN4)C3)C2C)c(C#N)c1,-0.1878211278217954,-0.2089207842909666,-0.0,-0.396741912112762,0.5621788721782046,0.6955396078545167,0.32098765432098764,200
N#CC=Cc1cnc(N2CCC3(c4ncccn4)CC=CCC23)nc1,-0.11421304129389998,-0.0,-0.0,-0.11421304129389998,0.6357869587061,0.8088910437666107,0.2857142857142857,200
C=Cc1cc(-c2ccc(COC)c(C3C4CNCC3CNC4)c2)on1,-0.0,-0.0,-0.0,0.0,0.8769531838486659,0.8771184174079661,0.3142857142857143,200
C=CC1(c2cc(-c3ccco3)ccc2C2CC2)COCCN1C12NC(=O)NC(=O)C1NCC2=O,-0.17105278078308883,-0.012647727814221632,-0.0,-0.18370050859731046,0.5789472192169112,0.7936761360928892,0.425,200
COCc1cc(C2(c3nnc(COC)o3)C=CCC(N3CCCC3)C2)no1,-0.06676899041065276,-0.0,-0.0,-0.06676899041065276,0.6832310095893472,0.8172307313357395,0.3902439024390244,200
O=C1NN(NCCN2CCNC2(c2ccoc2)c2ccoc2)C1CC1CC1,-0.11180744101763895,-0.0,-0.0,-0.11180744101763895,0.638192558982361,0.8515497605098433,0.3170731707317073,200
C=Cc1ccc(-c2ccco2)cc1C1(C=C)COCCN1C12NC(=O)NC(=O)C1NCC2=O,-0.15742958378895255,-0.0,-0.0,-0.15742958378895255,0.5925704162110474,0.816593792869285,0.43037974683544306,200
C=Cc1cc(C(C)F)ccc1-c1cccc(C2COCCN2C23NC(=O)NC(=O)C2NCC3=O)c1,-0.13919894021407309,-0.0,-0.0,-0.13919894021407309,0.6108010597859269,0.8428798906022025,0.4146341463414634,200
O=C(CCS(=O)(=O)C1=CC=CC2NCCC2C1)N1CCCN2NC(c3ccccc3)CC2C1(Cc1ccccn1)C1CC1,-0.2766519964103946,-0.016037969879389102,-0.0,-0.2926899662897837,0.4733480035896054,0.7919810150603055,0.3010752688172043,200
COCc1ccnc(-c2cc(C3(c4nnco4)C=CCC(N4CCCC4)C3)co2)c1,-0.17673880455886637,-0.0,-0.0,-0.17673880455886637,0.5732611954411336,0.9316754625871009,0.4025974025974026,200
N#CC1(Cc2ccccn2)C=CCC(CN2CCNc3ccccc32)C1,-0.0,-0.04238716167715206,-0.0,-0.04238716167715206,0.8508924024600942,0.778806419161424,0.34328358208955223,200
C=CC1(c2cc(-c3coc(-c4nccs4)c3)co2)C2CNCC1CNC2,-0.0590383565498902,-0.0,-0.0,-0.0590383565498902,0.6909616434501098,0.9363735599029986,0.2777777777777778,200
N#CC1(c2ccoc2)C=CCC(CN2CCNc3ccccc32)C1,-0.0,-0.0,-0.0,0.0,0.8707265385634771,0.8243529089076679,0.38235294117647056,200
N#CC1(c2cc(-c3ccoc3)no2)NCCCC1CN1CNC2CCCNC21,-0.01723895329911218,-0.0,-0.0,-0.01723895329911218,0.7327610467008878,0.852761187439428,0.3625,200
COCC1(c2ccoc2)N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.09909187778847373,-0.05506434726416898,-0.0,-0.1541562250526427,0.6509081222115263,0.7724678263679156,0.44047619047619047,200
COCN(C)CC1(c2cc(-c3ccccn3)no2)C=CCC(N2CCCC2)C1,-0.20915627789872349,-0.0,-0.0,-0.20915627789872349,0.5408437221012765,0.8877398699503382,0.4177215189873418,200
CC(C)(OC1CC1)C1(c2ccoc2)NCCC2C(=O)NC(c3ccccc3)NC21,-0.02408202614984234,-0.012397996175704806,-0.0,-0.036480022325547146,0.7259179738501577,0.7938010019121476,0.3333333333333333,200
N#CC1(c2ccoc2)CN(C2CCCCN2)CCN1C(=O)CC1COc2ccccc2NC1=O,-0.03435408905586468,-0.167554549008879,-0.0,-0.20190863806474368,0.7156459109441353,0.7162227254955605,0.47368421052631576,200
C=Cc1ccc(C2(C(C)F)CN(C3CNC(N4CCNCC4)NC3)CCC2C(=O)NCC2CCCO2)cc1-c1ccccc1,-0.3992949840695086,-0.0,-0.0,-0.3992949840695086,0.3507050159304914,0.8519896378882936,0.40963855421686746,200
N#Cc1cc(C2(C3CCOC3)COCCN2C23NC(=O)NC(=O)C2NCC3=O)ccc1-c1ccccc1,-0.18776867252302265,-0.0,-0.0,-0.18776867252302265,0.5622313274769773,0.8465431117121719,0.4358974358974359,200
COCc1cc(C2(c3ccnc(C#N)c3)C=CCC(N3CCCC3)C2)no1,-0.0,-0.0,-0.0,0.0,0.7586678247156586,0.8837373858298544,0.42105263157894735,200
COCc1nnc(C23CC=CCC2N(CN(C)c2ccon2)CC3)o1,-0.014852423535429593,-0.08456096602993468,-0.0,-0.09941338956536427,0.7351475764645704,0.7577195169850327,0.379746835443038,200
C1=CC(c2ccoc2)(c2cc(C3CC3)on2)CC(C2NCCN3CCNC23)C1,-0.0,-0.0,-0.0,0.0,0.7951528275787635,0.8157830167683849,0.352112676056338,200
N#CC1(c2cc(C3CC3)ccn2)CCCC12C(C(=O)NCC1CCCN1)c1ccccc1C(=O)N2C1C=CC=CC1,-0.20057879981168503,-0.12035033002874163,-0.0,-0.32092912984042665,0.549421200188315,0.7398248349856292,0.3835616438356164,200
N#CC1(c2ccoc2)CN(C2CCCCN2)CCN1C(=O)CC1COc2ccccc2NC1=O,-0.03435408905586468,-0.167554549008879,-0.0,-0.20190863806474368,0.7156459109441353,0.7162227254955605,0.47368421052631576,200
N#Cc1cnc(C2(c3ccoc3)C=CCC(C3=CCC(N4CCOCC4)NN3)C2)nc1,-0.020370767225659225,-0.0,-0.0,-0.020370767225659225,0.7296292327743408,0.8702924695899832,0.32098765432098764,200
C=Cc1ccc(C2(c3cc(C4CC4)ccn3)CN(C3CNC(N4CCNCC4)NC3)CCC2C(=O)NCC2CCCO2)cc1,-0.40091338057456527,-0.0,-0.0,-0.40091338057456527,0.34908661942543473,0.8234148711205499,0.36585365853658536,200
CC(F)C1COc2cc(C3(C4CC4)N(C(=O)COc4ccccc4)CC(C4NCON4)C34CCOCC4)c(C#N)cc2O1,-0.2505530014108494,-0.10381573718478299,-0.0,-0.3543687385956324,0.4994469985891506,0.7480921314076086,0.42528735632183906,200
COCC1(C2CC2)CN(c2ccccc2)CCN1C1=NCCN1C(=O)c1ccccc1,-0.0012841932760800923,-0.0,-0.0,-0.0012841932760800923,0.7487158067239199,0.8186721730162889,0.4166666666666667,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)S1(c1ccoc1)c1ccoc1,-0.2758724428230899,-0.07564655166918688,-0.0,-0.3515189944922768,0.4741275571769101,0.7621767241654066,0.3258426966292135,200
COCC1(c2ccc(-c3ccoc3)cc2C#N)NCCN1CCNN1NC(=O)C1CC1CC1,-0.2492860219568912,-0.0,-0.0,-0.2492860219568912,0.5007139780431088,0.8609072130524141,0.3764705882352941,200
O=C(CC1(N2CC=CC2)CCOCC1)NC1NNC(C2CCCCC2)S1(c1ccnc(C2CC2)c1)c1ccccc1C1CC1,-0.4617244968381705,-0.0,-0.0,-0.4617244968381705,0.2882755031618295,0.8569858430679073,0.32222222222222224,200
N#Cc1cnc(S2(C3CC3)C=CC=C2C(=O)NC2CCCC2C(=O)N2CCc3ccccc3C2)nc1,-0.12179445762277841,-0.08006410541048736,-0.0,-0.20185856303326577,0.6282055423772216,0.7599679472947564,0.3170731707317073,200
COCc1ccc(C2(c3ccccc3)COCCN2C23NC(=O)NC(=O)C2NCC3=O)c(C#N)c1,-0.1853208442560027,-0.0,-0.0,-0.1853208442560027,0.5646791557439973,0.815607962216591,0.4444444444444444,200
COCCc1cc(-c2ccccc2)ccc1C1(Cl)CCCN1C(=O)C1CNN(C2CC(c3ncno3)CCN2)C1,-0.4355730996875341,-0.0,-0.0,-0.4355730996875341,0.3144269003124659,0.9033597393471066,0.3793103448275862,200
C=CC(C)(F)c1ccccc1C1(c2ccccc2)CC(N2CNNN2)CC=C1C(=O)NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1,-0.4541558654875268,-0.018101469705096962,-0.0,-0.47225733519262375,0.2958441345124732,0.7909492651474516,0.3111111111111111,200
COCC1(c2ccoc2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.15266486150878877,-0.0,-0.0,-0.15266486150878877,0.5973351384912112,0.8657903685894339,0.4342105263157895,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1(c1ccoc1)c1ccoc1,-0.28879779502203184,-0.00685228741929822,-0.0,-0.29565008244133006,0.46120220497796816,0.7965738562903509,0.35,200
C=Cc1ccc(C2(c3cc(-c4nnco4)on3)CCCCN3C(=O)N(CC4CC4)NC32)s1,-0.14430828962752973,-0.0,-0.0,-0.14430828962752973,0.6056917103724703,0.9473517978442276,0.32222222222222224,200
N#CC1(c2ccoc2)N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.02323118136833391,-0.05506434726416898,-0.0,-0.07829552863250289,0.7267688186316661,0.7724678263679156,0.42696629213483145,200
N#CC1(c2cnc(C3CC3)nc2)C(CC2NCNN2)CN1C(=O)Nc1ccccc1,-0.15214223760411805,-0.0585364284821972,-0.0,-0.21067866608631525,0.597857762395882,0.7707317857589014,0.24444444444444444,200
N#CC1(Cc2ccccn2)CCCC12C(C(=O)NCC1CCCN1)c1ccccc1C(=O)N2C1C=CC=CC1,-0.1521997311921196,-0.0,-0.0,-0.1521997311921196,0.5978002688078804,0.8383427364205737,0.3888888888888889,200
N#CC1(C2CC2)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.013323937006430087,-0.1348924250896748,-0.0,-0.1482163620961049,0.7366760629935699,0.7325537874551626,0.23,200
N#CC1(C2CC2)CN(c2ccccc2)CCN1C1=NCCN1C(=O)c1ccccc1,-0.0,-0.0,-0.0,0.0,0.7960552728417509,0.8186721730162889,0.3055555555555556,200
O=C(NCC1CCCN1)C1c2ccccc2C(=O)N(C2C=CC=CC2)C12CCCC2(c1ccoc1)C1CC1,-0.1680070495626489,-0.0,-0.0,-0.1680070495626489,0.5819929504373511,0.8779617039135711,0.4027777777777778,200
C(=Cc1cc(C2(c3ccoc3)NCCCC2CN2CNC3CCCNC32)on1)c1ccoc1,-0.2215059839852075,-0.0,-0.0,-0.2215059839852075,0.5284940160147925,0.8928938817519261,0.375,200
C=CC1(c2ccccc2-c2coc(C3CC3)c2)CC(OC2NOC(C3CNCCN3)N2)CCN1C(=O)C1CCOC1,-0.3894967735950706,-0.0,-0.0,-0.3894967735950706,0.3605032264049294,0.813222437042211,0.39080459770114945,200
COCC1(Cc2ccccn2)CCCCC2C(C(=O)NCCC3CCCC3=O)NC(c3ccccc3)N21,-0.2094017573915805,-0.0,-0.0,-0.2094017573915805,0.5405982426084195,0.8416257733384216,0.44871794871794873,200
N#CC(F)Cc1cc(C2(C#N)CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)no1,-0.21778526215395522,-0.0,-0.0,-0.21778526215395522,0.5322147378460448,0.8617303278704204,0.34177215189873417,200
