Smiles,CATS_CosineReward,QEDReward,Tanimoto_map4Reward,Reward,CATS_CosineProperty,QEDProperty,Tanimoto_map4Property,Epoch
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1c1ccc(C=Cc2ccc(-c3ccccc3)cc2)cc1,-0.0,0.24453840787919906,-0.5082031250000001,-0.26366471712080103,0.9456585585838115,0.24453840787919906,0.9541015625,200
C=Cc1ccc(C=CC2CCCNC2)cc1C1C(CC2NCNN2)CN1C(=O)Nc1ccccc1,-0.00426090664936174,0.42217462358819285,-0.4886718750000001,-0.07075815806116897,0.7978695466753192,0.42217462358819285,0.9443359375,200
C=Cc1cc(C2(c3ccccc3C=C)CCCN2C(=O)C2CNN(C3CC(c4ncno4)CCN3)C2)co1,-0.0,0.49200512368323285,-0.5492187500000001,-0.05721362631676724,0.8673919083554512,0.49200512368323285,0.974609375,200
C=Cc1cc(-c2cccc(C3(C=C)CCCC4NNC(=O)CC43)c2)co1,-0.0,0.8141093066811355,-0.5472656250000001,0.26684368168113537,0.8939928240881838,0.8141093066811355,0.9736328125,200
C=Cc1cccc(C2(C=Cc3ccccc3)C=CCC(C3=CCC(N4CCOCC4)NN3)C2)c1,-0.0,0.5831685071610286,-0.5199218750000001,0.06324663216102855,0.8755776905680511,0.5831685071610286,0.9599609375,200
C=CN(S1(c2ccccc2)C=CC=C1C(=O)NC1CCCC1C(=O)N1CCc2ccccc2C1)S(=O)(=O)C=C,-0.04767284948117578,0.4917412587620631,-0.5355468750000001,-0.09147846571911278,0.7761635752594122,0.4917412587620631,0.9677734375,200
C=CC=Cc1ccc(C2(c3ccccc3)C=CCC(CN3CCC(CCC4NC(C5CCOCC5)NO4)CC3)N2)cc1,-0.0,0.2510126842661236,-0.5355468750000001,-0.2845341907338765,0.9294218452102961,0.2510126842661236,0.9677734375,200
C=Cc1ccccc1-c1ccc(S2(N(C)C)C=CC=C2C(=O)NC2CCCC2C(=O)N2CCc3ccccc3C2)cc1,-0.0,0.3318075562260363,-0.5355468750000001,-0.20373931877396378,0.9094871882384468,0.3318075562260363,0.9677734375,200
C=Cc1ccc(C2(c3coc(C=C)c3)NCCCC2CN2CNC3CCCNC32)cc1,-0.0,0.6671447459743801,-0.5355468750000001,0.13159787097438003,0.8842906565251546,0.6671447459743801,0.9677734375,200
C=Cc1ccc(-c2cccc(C3(C=C)NCCCC3CN3CNC4CCCNC43)c2)cc1,-0.0,0.5995315224044201,-0.5316406250000001,0.06789089740442,0.9222177564208653,0.5995315224044201,0.9658203125,200
C=Cc1ccc(-c2ccc(C3C(NC(=O)CCC4CCCCC4)CCN3C3CC(N4CCOCC4)CNN3)c(C=C)c2)cc1,-0.0,0.3239093727367755,-0.5082031250000001,-0.1842937522632246,0.9085284103061919,0.3239093727367755,0.9541015625,200
C=Cc1ccccc1-c1cc(C2CC2CN2CCNC2CCC2CCCN2C(=O)CCN2CCCN2)ccc1C1CCCNC1,-0.0,0.3084392702753847,-0.5160156250000001,-0.2075763547246154,0.9114528098748333,0.3084392702753847,0.9580078125,200
C=Cc1nnc(C2(C=Cc3ccoc3)C=CCC(CN3CCNc4ccccc43)C2)o1,-0.0,0.5624720978285129,-0.5511718750000001,0.01130022282851284,0.9064796075632665,0.5624720978285129,0.9755859375,200
C=Cc1cc(C2(C=C)C=CCC(C3=CCC(N4CCOCC4)NN3)C2)ccc1-c1ccc2c(c1)OCO2,-0.0,0.5383214389524815,-0.5316406250000001,0.006680813952481435,0.9241913789180285,0.5383214389524815,0.9658203125,200
C=Cc1cccc(-c2ccccc2C=C[SH]2C(NC(=O)CC3(N4CC=CC4)CCOCC3)NNC2C2CCCCC2)c1,-0.0,0.20842550367796991,-0.5316406250000001,-0.3232151213220302,0.853644444226523,0.20842550367796991,0.9658203125,200
C=CC=CS1(c2cccc(N3CCCCC3)c2)C=CC=C1C(=O)NC1CCCC1C(=O)N1CCc2ccccc2C1,-0.02082260616830034,0.37368957163744715,-0.5238281250000001,-0.17096115953085328,0.7895886969158499,0.37368957163744715,0.9619140625,200
C=Cc1cccc(C2(c3cccc(C=C)c3)COCCN2C23NC(=O)NC(=O)C2NCC3=O)c1,-0.0,0.6299478352320934,-0.5472656250000001,0.08268221023209332,0.8330443238103147,0.6299478352320934,0.9736328125,200
C=CS1(C=Cc2coc(-c3ccccc3)c2)C(NC(=O)CC2(N3CC=CC3)CCOCC2)NNC1C1CCCCC1,-0.0,0.31374013381764,-0.5394531250000001,-0.2257129911823601,0.8674990542005573,0.31374013381764,0.9697265625,200
C=CN1CCCC(c2ccc(C3(C=C)C=CCC(CN4CCNc5ccccc54)C3)cc2)C1,-0.0,0.5305526196143479,-0.4652343750000001,0.06531824461434776,0.8096322639942547,0.5305526196143479,0.9326171875,200
C=Cc1ccc(N2CCC(c3ccccc3)CC2)c(C2C=CCC(C3NCCN4CCNC34)C2)c1,-0.0,0.6070520983940872,-0.4925781250000001,0.11447397339408716,0.8612324189282728,0.6070520983940872,0.9462890625,200
C=Cc1ccccc1-c1cc(C2(C=C)CCCN2C(=O)C2CNN(C3CC(c4ncno4)CCN3)C2)on1,-0.0,0.45776713893568455,-0.5394531250000001,-0.08168598606431554,0.8614762400380699,0.45776713893568455,0.9697265625,200
C1=CC(c2ccccc2-c2ccccc2C2CCCN(c3ccoc3)C2)NC(CN2CCC(CCC3NC(C4CCOCC4)NO3)CC2)C1,-0.0,0.2004578701050005,-0.5042968750000001,-0.3038390048949996,0.9512100473954304,0.2004578701050005,0.9521484375,200
C=Cc1ccc(-c2ccccc2C2(C=C)CC(N3CNNN3)CC=C2C(=O)NC2=CCC3NC(=O)C4CCCN4C(=O)C3C2)cc1,-0.0,0.30244481960214253,-0.5414062500000001,-0.23896143039785755,0.8064871621426418,0.30244481960214253,0.970703125,200
C=CC1(C=Cc2cc(C3CCCNC3)co2)C(CC2NCNN2)CN1C(=O)Nc1ccccc1,-0.18184289694589606,0.40592423823632606,-0.5238281250000001,-0.2997467837095701,0.709078551527052,0.40592423823632606,0.9619140625,200
C=Cc1cc(C=CC2(COC)C(C3NC(Cc4ccccc4)NO3)CN2S(=O)(=O)c2ccccc2)co1,-0.02470034776285579,0.42066136717492597,-0.5414062500000001,-0.1454452305879299,0.7876498261185721,0.42066136717492597,0.970703125,200
C=Cc1cc(-c2ccc(C3(C=C)CN(C4CCCCN4)CCN3C(=O)CC3COc4ccccc4NC3=O)cc2)co1,-0.0,0.380070035387999,-0.5199218750000001,-0.1398518396120011,0.8790748279203139,0.380070035387999,0.9599609375,200
C=Cc1cc(C2(C=Cc3ccccc3)C(NC(=O)CCC3CCCCC3)CCN2C2CC(N3CCOCC3)CNN2)co1,-0.0,0.36464666574821336,-0.5042968750000001,-0.13965020925178673,0.8356907953925979,0.36464666574821336,0.9521484375,200
C=CNNC=CC1(c2ccccc2)N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.1239140156573606,0.3048882347624064,-0.5335937500000001,-0.3526195308949543,0.7380429921713197,0.3048882347624064,0.966796875,200
C=Cc1ccc(C=C)c(C2(C=C)N(C(=O)COc3ccccc3)CC(C3NCON3)C23CCOCC3)c1,-0.0,0.5311068226053999,-0.5238281250000001,0.0072786976053997865,0.8174512237714281,0.5311068226053999,0.9619140625,200
C=Cc1coc(C2(c3cccc(OC)c3)C3CNCC2CNC3)c1,-0.0,0.9075870348723974,-0.5277343750000001,0.37985265987239736,0.8037910273014649,0.9075870348723974,0.9638671875,200
C=CC1CN(C2(c3ccccc3)CN(c3ccccc3)CCN2C2=NCCN2C(=O)c2ccccc2)CCC1c1ccccc1,-0.0,0.23997192576863613,-0.4847656250000001,-0.24479369923136396,0.859589102851196,0.23997192576863613,0.9423828125,200
C=Cc1ccc(C=C)c(C2(C=C)C(C3NC(Cc4ccccc4)NO3)CN2S(=O)(=O)c2ccccc2)c1,-0.0,0.4063314421474786,-0.5277343750000001,-0.12140293285252146,0.8560150421073263,0.4063314421474786,0.9638671875,200
C=Cc1ccc(C2(C=Cc3ccccc3)NCCCC2CN2CNC3CCCNC32)cc1,-0.0,0.6455642769508357,-0.5218750000000001,0.12368927695083565,0.9036598242084007,0.6455642769508357,0.9609375,200
O=C(C1CCOC1)N1CCC(OC2NOC(C3CNCCN3)N2)CC1(C=Cc1ccco1)c1ccccc1-c1ccco1,-0.0,0.3121045941076319,-0.5472656250000001,-0.23516103089236817,0.8663492218554193,0.3121045941076319,0.9736328125,200
C=Cc1ccc(C2(Cl)C(C3NC(Cc4ccccc4)NO3)CN2S(=O)(=O)c2ccccc2)c(C=C)c1,-0.0,0.331861897906186,-0.5375000000000001,-0.2056381020938141,0.8585387298953412,0.331861897906186,0.96875,200
C=CCOC1(c2coc(-c3nnc(N4CCCCC4)o3)c2)C=CCC(CN2CCNc3ccccc32)C1,-0.0,0.3987955575774957,-0.5316406250000001,-0.1328450674225044,0.8894103192722925,0.3987955575774957,0.9658203125,200
O=C(CCN1CCCN1)N1CCCC1CCC1NCCN1CC1CC1c1cc(-c2ccccc2C2CCCN(c3ccccc3)C2)co1,-0.0,0.24803510165928802,-0.4847656250000001,-0.23673052334071207,0.9340050186361455,0.24803510165928802,0.9423828125,200
C=CC=Cc1ccc(-c2ccc(C3C=CCC(C4=CCC(N5CCOCC5)NN4)C3)cc2)cc1,-0.0,0.43821629090958913,-0.5414062500000001,-0.10318995909041095,0.8935535596176384,0.43821629090958913,0.970703125,200
C=CC1=CC(C(=O)[O-])CC1C1(c2ccccc2-c2ccccc2)C=CCC(N2CCCC2)C1,-0.0,0.6024656103230284,-0.5257812500000001,0.07668436032302828,0.8754705951940082,0.6024656103230284,0.962890625,200
C=CC1(c2cc(-c3ccc(-c4ccco4)cc3)co2)CC(N2CNNN2)CC=C1C(=O)NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1,-0.0,0.24345635033031163,-0.5492187500000001,-0.30576239966968843,0.9210828010623691,0.24345635033031163,0.974609375,200
C=Cc1cc(C=CC2(c3ccccc3)NCCCC2CN2CNC3CCCNC32)co1,-0.0,0.6667751043066328,-0.5316406250000001,0.1351344793066327,0.8892052332154479,0.6667751043066328,0.9658203125,200
C=Cc1ccc(N2CCCC(C3N(C(=O)COc4ccccc4)CC(C4NCON4)C34CCOCC4)C2)c(C=C)c1,-0.2606934826914833,0.5005534699989278,-0.5257812500000001,-0.2859212626925556,0.6696532586542584,0.5005534699989278,0.962890625,200
C=Cc1ccc(-c2cc(C=C)ccc2C2C=CCC(C3=CCC(N4CCOCC4)NN3)C2)cc1,-0.0,0.5479055548326354,-0.5296875000000001,0.018218054832635278,0.8909291871075884,0.5479055548326354,0.96484375,200
C=CC1(C=CC=Cc2ccoc2)C(C2NC(Cc3ccccc3)NO2)CN1S(=O)(=O)c1ccccc1,-0.10304634045173122,0.33777569224743254,-0.5531250000000001,-0.3183956482042988,0.7484768297741344,0.33777569224743254,0.9765625,200
C=CC=CC1(c2coc(-c3ccccc3)c2)CC(N2CNNN2)CC=C1C(=O)NC1=CCC2NC(=O)C3CCCN3C(=O)C2C1,-0.0,0.3032185960880512,-0.5531250000000001,-0.2499064039119489,0.806710803691384,0.3032185960880512,0.9765625,200
C=CC1(c2ccccc2C=Cc2ccccc2)C=CCC(CN2CCC(CCC3NC(C4CCOCC4)NO3)CC2)N1,-0.0,0.24695834850216727,-0.5160156250000001,-0.26905727649783284,0.923450108136749,0.24695834850216727,0.9580078125,200
C=CC1CN(C=CC2CCCNC2)CCC1C1CN(c2ccccc2)CCN1C1=NCCN1C(=O)c1ccccc1,-0.07319410656890568,0.541180554258713,-0.4671875000000001,0.0007989476898072612,0.7634029467155472,0.541180554258713,0.93359375,200
C=Cc1ccc(-c2ccccc2C2(c3ccoc3)CC(N3CNNN3)CC=C2C(=O)NC2=CCC3NC(=O)C4CCCN4C(=O)C3C2)cc1,-0.0,0.2600825418067478,-0.5472656250000001,-0.2871830831932523,0.8840123992595877,0.2600825418067478,0.9736328125,200
C=Cc1ccccc1-c1cc(C2(C=C)C3CC(c4ccccc4)NN3CCCN2C(=O)CCS(=O)(=O)C2=CC=CC3NCCC3C2)co1,-0.0,0.26522948357730086,-0.5453125000000001,-0.2800830164226992,0.9291085212552633,0.26522948357730086,0.97265625,200
C=Cc1cc(-c2cc(C3(c4ccccc4)CC3CN3CCNC3CCC3CCCN3C(=O)CCN3CCCN3)co2)co1,-0.0,0.3076212208511364,-0.5062500000000001,-0.19862877914886368,0.9369946405071115,0.3076212208511364,0.953125,200
C=Cc1coc(-c2cc(C3CNCCC3CN3CNNC3C3CCCN3C(=O)CC3CCNCC3)ccc2C=C)c1,-0.0,0.370351630099138,-0.5218750000000001,-0.15152336990086207,0.8649556602272371,0.370351630099138,0.9609375,200
C=Cc1ccc(C2(c3ccccc3)CC(OC3NOC(C4CNCCN4)N3)CCN2C(=O)C2CCOC2)c(C=C)c1,-0.0,0.39220743532254637,-0.5316406250000001,-0.13943318967745372,0.8421545506833408,0.39220743532254637,0.9658203125,200
C(=CN1CCC(C2C3CNCC2CNC3)CC1)c1cccc(-c2ccco2)c1,-0.0,0.8527040361698103,-0.5238281250000001,0.3288759111698102,0.8085313000734761,0.8527040361698103,0.9619140625,200
C=Cc1ccc(C2(c3ccccc3C=C)CNCCC2CN2CNNC2C2CCCN2C(=O)CC2CCNCC2)cc1,-0.0,0.3675227954055018,-0.4906250000000001,-0.12310220459449828,0.8772000682298142,0.3675227954055018,0.9453125,200
C=Cc1cccc(C2(c3ccc(-c4ccccc4)cc3)CNCCC2CN2CNNC2C2CCCN2C(=O)CC2CCNCC2)c1,-0.0,0.2717932636326688,-0.4847656250000001,-0.21297236136733128,0.9418139671443928,0.2717932636326688,0.9423828125,200
C=Cc1ccccc1-c1ccc(C=CC2COCCN2C23NC(=O)NC(=O)C2NCC3=O)cc1,-0.0,0.6319158288456121,-0.5316406250000001,0.10027520384561206,0.8227755379229799,0.6319158288456121,0.9658203125,200
C=CC=Cc1coc(-c2cc(C3C=CCC(C4=CCC(N5CCOCC5)NN4)C3)co2)c1,-0.0,0.5026735380853008,-0.5433593750000001,-0.04068583691469929,0.8520958232111575,0.5026735380853008,0.9716796875,200
C=Cc1ccc(C=C)c(C2(c3ccccc3[N+](=O)[O-])C3CNCC2CNC3)c1,-0.0,0.6188882872451617,-0.5511718750000001,0.06771641224516156,0.829321098574922,0.6188882872451617,0.9755859375,200
C=Cc1ccc(-c2cccc(C3COCCN3C34NC(=O)NC(=O)C3NCC4=O)c2)cc1C1CCNCC1,-0.0,0.4814671773752142,-0.5316406250000001,-0.05017344762478587,0.8122282522729904,0.4814671773752142,0.9658203125,200
C=Cc1ccc(C2(C=C)N(C(=O)COc3ccccc3)CC(C3NCON3)C23CCOCC3)cc1C=C,-0.0,0.5311068226053999,-0.5277343750000001,0.0033724476053997865,0.8174512237714281,0.5311068226053999,0.9638671875,200
O=C(CC1CCNCC1)N1CCCC1C1NNCN1CC1CCNCC1(c1ccc(-c2ccccc2)cc1-c1ccccc1)C1CCCNC1,-0.0,0.21995937779960426,-0.4945312500000001,-0.2745718722003958,0.9275352108011421,0.21995937779960426,0.947265625,200
C=CC1(C(=S)c2ccc(-c3ccccc3)cc2)CCCC2NNC(=O)CC21,-0.0,0.4709271551285213,-0.5394531250000001,-0.0685259698714788,0.9113731773005954,0.4709271551285213,0.9697265625,200
C=Cc1cccc(S2(C3CCN(C=C)CC3)C=CC=C2C(=O)NC2CCCC2C(=O)N2CCc3ccccc3C2)c1,-0.0,0.42239724593871714,-0.5316406250000001,-0.10924337906128295,0.8081426632952741,0.42239724593871714,0.9658203125,200
C=CCN(C)C1(c2cc(-c3nnco3)ccn2)C=CCC(CN2CCNc3ccccc32)C1,-0.0,0.5458347919281977,-0.5453125000000001,0.0005222919281976379,0.906255533091199,0.5458347919281977,0.97265625,200
C=Cc1ccc(N2CCCC(c3ccccc3)C2)c(C2C=CCC(CN3CCNc4ccccc43)C2)c1,-0.0,0.3580267904295768,-0.4652343750000001,-0.10720758457042329,0.9263855142624942,0.3580267904295768,0.9326171875,200
C=CC1(c2cccc(-c3coc(-c4ccccc4)c3)c2)CNCCC1CN1CNNC1C1CCCN1C(=O)CC1CCNCC1,-0.0,0.2618294095611726,-0.5179687500000001,-0.25613934043882747,0.9491804170607862,0.2618294095611726,0.958984375,200
O=C(NCC1CCCO1)C1CCN(C2CNC(N3CCNCC3)NC2)CC1(C=Cc1ccoc1)c1coc(-c2ccco2)c1,-0.0,0.29002954108254164,-0.5355468750000001,-0.24551733391745845,0.8511236096437393,0.29002954108254164,0.9677734375,200
O=C(CCN1CCCN1)N1CCCC1CCC1NCCN1CC1CC1(c1ccc(C2CCCN(c3ccccc3)C2)cc1)c1ccco1,-0.0,0.26577942757773215,-0.4632812500000001,-0.19750182242226794,0.9420802414906455,0.26577942757773215,0.931640625,200
C#Cc1ccc(C2C(CCCN3CCCO3)CCCN2C(=O)C2CCOC2)c(C(c2ccccc2)C(C)C)c1,-0.0,0.3641538699856215,-0.4945312500000001,-0.1303773800143786,0.8705458408621688,0.3641538699856215,0.947265625,200
C=Cc1ccccc1C1(N2CCCC(C=C)C2)N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.0,0.47237608585860735,-0.5160156250000001,-0.043639539141392736,0.8036718956535024,0.47237608585860735,0.9580078125,200
C=Cc1ccc(C2(c3cccc(C=C)c3)CNCCC2CN2CNNC2C2CCCN2C(=O)CC2CCNCC2)cc1,-0.0,0.3675227954055018,-0.4925781250000001,-0.12505532959449828,0.8772000682298142,0.3675227954055018,0.9462890625,200
C=Cc1cc(C2CCN(c3ccccc3)CC2)ccc1C1N(C(=O)COc2ccccc2)CC(C2NCON2)C12CCOCC2,-0.0,0.3501217668175653,-0.5082031250000001,-0.1580813581824348,0.8469559995438831,0.3501217668175653,0.9541015625,200
C=Cc1ccc(C2(C3CCN(c4ccco4)CC3)CCCC23C(C(=O)NCC2CCCN2)c2ccccc2C(=O)N3C2C=CC=CC2)cc1,-0.0,0.27341904690449365,-0.5121093750000001,-0.23869032809550644,0.9047666079578406,0.27341904690449365,0.9560546875,200
